ID;Ort;f1;f2;f3_1;f3_2;f3_3;f3_4;f3_5;f3_6;f3_7;f3_8;f3_9;f3_10;f3_11;f3_txt_val;f3_txt;f4_1;f4_2;f4_3;f4_4;f4_5;f4_6;f4_7;f4_8;f4_9;f4_10;f4_11;f4_12;f4_13;f4_14;f4_txt_val;f4_txt;f5_1;f5_2;f5_3;f5_4;f5_5;f5_6;f5_7;f5_8;f5_9;f5_10;f5_11;f5_txt_val;f5_txt;f6_1;f6_2;f6_3;f6_4;f6_5;f6_6;f6_7;f6_8;f6_9;f6_txt;f7_txt;f8;f9;f10_1;f10_2;f11_1;f11_2;f11_3;f11_4;f11_5;f11_6;f11_7;f11_8;f11_9;f11_10;f11_txt;f12_1;f12_2;f12_3;f12_4;f12_5;f12_6;f12_7;f12_8;f12_9;f13_1;f13_2;f13_3;f14_txt;f15_1;f15_2;f15_3;f15_4;f15_5;f15_6;f15_7;f15_8;f15_9;f15_10;f15_11;f15_12;f15_13;f15_14;f15_15;f15_16;f15_txt_val;f15_txt;f16_1;f16_2;f16_3;f16_4;f16_5;f16_6;f16_7;f16_8;f16_9;f17;f17_Comment;f18_1;f18_2;f18_3;f18_4;f18_5;f18_6;f18_7;f18_8;f18_9;f19_1;f19_2;f19_3;f19_4;f19_5;f19_6;f19_7;f19_8;f19_9;f19_10;f20;f21;f22;f23_1;f23_2;f23_3;f23_4;f24;f25_1;f25_2;f26
90;1;2;3;2;2;2;2;2;2;3;2;2;8;2; ; ;3;3;2;2;3;1;1;1;1;3;1;1;1;1; ; ;1;1;1;1;1;1;1;1;1;1;3; ; ;2;2;2;2;3;2;8;8;2; ; ;3;2;3;2;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;1;1;0;1;0;0;0;0; ;3;3;1;2;2;3;3;2;1;1;2;3;2;8;2;3; ; ;2;2;2;3;2;2;3;3;3;-99; ;8;3;0;2;2;3;3;2;8;2;2;2;0;2;0;2;3;2;0;4;2;1968;10;8;6;3; ;D;69198;0
91;1;2;2;2;1;2;8;2;2;2;2;2;8;2; ; ;3;3;3;6;5;2;2;2;1;6;3;3;3;3; ; ;2;3;3;3;3;3;2;1;2;5;3; ; ;2;2;3;3;4;2;8;8;3; ;Kennzeichnung: Vegetarisch, Biologisch;2;2;3;2;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;1;1;0;1;0;5;6;8;persönliche Erfahrung mit guter Qualität;3;3;1;1;3;3;5;3;8;1;2;3;2;1;3;2; ; ;3;2;2;8;8;3;6;3;3;40; ;5;2;6;5;3;5;3;5;6;1;3;3;5;2;2;2;2;2;3;4;1;1968; ; ; ; ;"Radfahren; Wandern";D;72622;4
92;1;2;3;1;1;1;1;1;1;2;1;1;8;1; ; ;7;7;7;7;7;7;2;2;1;7;1;1;1;1; ; ;1;1;1;1;1;1;1;1;1;1;1; ; ;1;1;1;1;1;1;8;8;1; ; ;2;1;1;1;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;1;1;0;1;0;6;8;5; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ;1;1;1;1;1;1;1;1;1;-99; ;1;1;7;4;1;7;1;1;7;1;2;1;4;1;3;1;1;2;2;4;2;1960;12; ; ; ;"Joggen; Lesen; Theater";L;2510;6
93;1;4;3;0;1;1;2;2;2;3;2;2;3;2; ; ;3;3;3;3;7;3;2;2;1;3;1;2;3;2; ; ;1;1;2;2;2;1;2;4;1;2;3; ; ;2;2;1;2;2;2;8;8;2; ; ;2;2;2;2;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;1;1;0;1;0;6;8;5; ;3;3;2;2;3;3;3;3;3;1;2;4;1;1;2;5; ; ;3;2;2;2;2;3;5;3;6;5; ;2;3;5;3;2;4;5;4;4;2;4;1;3;2;3;2;3;2;5;4;1;0;2; ; ; ;"Wandern; Tennis; Lesen";D;82126;4
94;1;8;3;2;2;1;1;2;1;2;1;2;3;3; ; ;3;3;3;3;3;1;1;1;1;2;1;2;3;3; ; ;1;1;2;2;2;2;2;3;1;1;1; ; ;2;2;2;2;1;1;1;2;1; ;Nichts;4;3;3;2;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;1;0;0;0;0;0;0;0; ;3;0;1;1;1;2;2;2;2;2;1;1;1;2;2;1; ; ;2;2;2;2;2;2;2;2;0;5; ;2;3;2;1;2;2;3;3;3;2;2;2;4;3;4;2;2;2;2;3;1;1976;6; ; ; ;Tennis;D;71157;6
95;1;1;3;3;2;2;1;2;2;2;2;0;0;2; ; ;4;4;4;3;4;3;1;2;1;5;2;1;2;2; ; ;1;1;1;2;1;1;2;1;1;2;3; ; ;2;8;4;8;8;3;8;8;4; ; ;2;2;1;1;0;0;0;0;0;0;0;0;0;1; ;0;0;0;0;1;0;0;1;0;8;5;0; ;1;2;2;2;4;1;4;2;3;2;1;2;1;1;1;3; ; ;2;1;1;1;1;2;4;3;4;-99; ;3;3;2;3;2;5;3;4;5;2;4;2;6;4;5;2;3;3;6;4;1;1977;1; ; ; ;Sport;D;65779;0
96;1;1;2;3;1;1;1;2;2;3;2;2;4;2; ; ;4;4;4;4;4;7;2;2;1;7;2;1;1;1; ; ;1;1;3;1;2;2;1;1;2;2;2; ; ;2;2;2;2;2;2;8;8;2; ; ;3;2;2;1;0;0;0;0;0;0;0;1;1;0; ;0;0;0;0;1;1;1;1;0;8;6;7; ;0;0;1;1;1;2;2;1;3;1;1;2;1;1;1;2; ; ;1;1;1;1;1;3;5;5;5;-99; ;7;3;7;3;2;7;2;8;6;3;2;4;7;4;7;1;3;2;5;2;2;1963;18;15; ; ; ;D;81377;6
97;1;1;2;3;2;2;1;1;2;2;2;2;2;2; ; ;5;5;4;5;6;6;6;4;6;6;3;3;5;2;2;Ruhe / Entspannung;2;2;3;3;5;2;3;4;2;4;2; ; ;1;2;3;2;8;2;8;8;1; ; ;4;4;4;4;1;0;0;0;0;0;0;0;1;1; ;0;0;0;0;0;0;0;1;0;0;0;0;kenne keine Weiteren!;3;3;2;2;4;5;3;4;2;2;5;5;2;2;2;6; ; ;2;3;4;4;4;3;5;5;5;-99; ;4;6;4;2;2;3;6;5;2;1;1;2;7;3;6;3;3;3;5;4;1;1959;18;15; ; ;"Skifahren; Tennis; Reisen; Biergarteln";D;81377;6
98;1;1;2;2;2;2;1;1;1;2;2;2;2;2; ; ;3;2;2;2;3;3;1;1;2;3;1;1;2;1; ; ;1;1;1;1;1;1;1;1;1;1;1; ; ;2;1;8;8;8;2;8;8;2; ; ;2;2;1;1;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;1;0;0;0;0; ;2;1;1;1;2;2;2;0;2;2;2;2;2;1;1;2; ; ;2;1;1;1;1;2;2;3;3;-99; ;3;3;3;2;3;2;1;2;2;2;3;1;3;1;3;2;2;1;1;3;2;1956;25;22;3; ;"Skifahren; Langlaufen; Wandern; Tanzen; Radfahren; Relaxen; Schwimmen";A;2410;5
99;1;1;2;3;2;1;2;2;1;2;2;2;2;2; ; ;3;3;4;2;8;2;2;2;2;5;2;2;2;2; ; ;2;2;1;2;5;2;3;4;1;3;1; ; ;2;2;2;8;8;2;8;8;8; ; ;4;3;4;2;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0; ;2;2;1;1;4;4;4;4;4;1;4;2;3;1;4;4; ; ;3;2;2;2;2;4;4;4;8;-99; ;2;4;3;1;3;2;3;4;2;2;4;2;2;4;3;3;2;2;4;1;1;1955;30;28; ; ;"Schwimmen; Radfahren; Skifahren; Motorradfahren; Paragleiten; Wandern; Paddeln; Motorboot; Wasserski";A;2410;4
100;1;9;3;2;2;1;1;1;1;1;1;1;8;1; ; ;2;2;5;8;3;7;1;1;2;4;1;1;1;1; ; ;1;1;1;1;1;1;1;1;1;1;2; ; ;1;1;1;1;2;1;2;1;1; ;Nichts;3;2;3;3;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;1;1;1;1;0;6;5;8;Weil sie am bekanntesten sind;1;1;1;1;2;4;4;2;7;0;0;0;0;0;0;0; ; ;2;1;1;2;2;2;3;3;3;-99; ;3;2;7;1;2;6;2;8;6;1;2;2;2;1;1;1;1;2;4;1;2;1967;14;9; ; ;"Sport; Lesen";D;76476;5
101;1;2;2;0;1;1;1;2;1;2;2;1;3;1; ; ;3;2;6;5;4;7;1;1;1;6;2;1;1;1; ; ;1;1;1;1;1;1;1;1;1;1;1; ; ;1;0;1;2;2;1;0;0;2; ;"Mehr Auswahl an vegetarischem Essen; Mehr Klarheit in welchem Essen was drin steckt";2;1;2;2;1;0;0;0;0;0;0;0;0;0; ;1;0;0;0;1;1;0;1;0;6;5;8;darüber wird in Fachzeitschriften (Reformkurier...) oft berichtet;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1; ; ;2;1;1;8;8;1;3;1;3;1,5; ;2;3;2;3;1;2;2;3;5;1;2;2;4;3;3;2;1;2;3;3;2;1974; ; ; ; ;"Mountainbike; Lesen; Garten";D;72555;4
102;1;18;3;2;2;2;2;2;3;3;3;3;4;2; ; ;3;3;3;3;4;4;3;3;3;4;2;2;3;3; ; ;3;2;3;3;5;2;4;4;3;2;2; ; ;2;2;3;3;5;2;8;8;3; ; ;5;4;5;4;1;0;0;0;0;0;0;0;0;0; ;0;1;0;0;1;1;0;1;0;5;6;8; ;3;2;2;3;2;3;3;3;5;3;6;2;3;3;3;2; ; ;2;2;2;2;2;2;2;2;2;-99; ;4;4;3;4;3;4;4;4;3;3;2;2;4;2;5;2;3;2;6;2;1;1966;14; ; ; ;"Wandern; Biken; Tennis";D;77656;5
103;1;9;2;2;1;1;1;1;1;1;1;1;0;1; ; ;6;3;3;2;0;3;1;7;3;3;2;2;2;2; ; ;1;1;3;3;5;2;3;3;1;3;2; ; ;1;2;2;2;2;2;8;8;2; ; ;4;2;3;2;1;0;0;0;0;0;0;1;0;1; ;0;0;0;0;1;1;0;1;0;6;8;0; ;2;3;1;1;3;0;2;2;1;1;2;3;1;1;1;4; ; ;3;2;2;3;2;4;7;3;6;-99; ;3;0;6;2;2;3;3;5;0;3;6;3;2;2;2;2;3;2;6;4;2;1962; ; ; ; ; ;D;30161;6
104;1;8;2;1;2;3;2;1;1;2;1;3;8;2; ; ;2;2;3;4;7;7;5;6;2;6;1;3;4;1; ; ;1;3;3;4;3;1;4;5;2;2;3; ; ;2;1;3;8;3;1;8;8;1; ; ;4;4;4;8;1;0;0;0;0;0;0;0;0;1; ;0;0;0;0;1;0;0;1;0;8;5;0;weil sie mir bekannt sind;3;1;2;3;6;8;8;2;6;3;2;3;2;2;2;3; ; ;1;2;3;4;2;3;5;5;5;15; ;3;4;3;1;3;4;8;3;4;2;3;3;3;8;6;5;4;3;8;4;1;1962; ; ; ; ; ;D;30161;6
105;1;2;3;1;2;2;1;1;1;1;1;1;1;1; ; ;1;1;2;2;2;2;2;1;1;2;1;1;1;1; ; ;1;1;1;1;1;1;1;1;1;1;1; ; ;1;1;1;1;1;1;1;1;1; ; ;3;2;2;2;1;0;0;0;0;0;0;1;0;1; ;0;0;0;0;1;1;0;1;0;8;5;6;weil sie mir bekannt sind;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1; ; ;1;2;2;2;2;2;2;2;3;-99; ;3;6;7;2;1;6;2;2;4;1;2;1;4;2;4;2;1;2;3;3;1;1965;13;8; ; ;"Joggen; Radfahren; Fussball";D;77815;4
106;1;17;3;1;1;1;1;1;1;1;1;1;3;1; ; ;2;2;4;4;3;3;1;1;1;3;1;1;1;1; ; ;1;1;1;1;2;1;1;1;1;1;4; ; ;1;1;2;8;8;1;8;8;1; ;Nichts;2;1;1;1;1;0;0;0;0;0;0;1;0;0; ;0;0;0;0;1;1;0;1;0;6;8;5;"Hoher Bekanntheitsgrad; lange bewährt";2;2;1;1;4;4;4;1;1;1;3;1;1;1;1;3; ; ;1;1;1;1;1;1;1;1;1;0; ;2;5;7;3;1;7;1;4;4;2;2;2;2;2;3;1;1;1;3;4;2;1966;10;8;3; ; meine Kinder;D;90513;6
107;1;1;3;2;2;2;2;2;2;3;2;2;3;2; ; ;3;3;5;2;7;1;1;1;1;3;1;2;1;2; ; ;1;1;2;2;2;1;3;2;1;1;0; ; ;2;2;2;3;3;2;8;8;2; ; ;2;1;1;1;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;1;1;0;1;0;8;5;6; ;3;3;1;1;3;8;8;0;2;1;1;2;2;1;1;3; ; ;1;1;1;3;1;3;3;1;3;-99; ;7;2;4;2;8;4;3;4;8;2;0;1;7;1;2;1;1;1;7;4;2;0;12; ; ; ; ;D;0;0
108;1;3;3;2;2;1;1;2;2;2;2;2;3;2; ; ;3;3;4;3;4;1;1;3;1;4;2;1;1;1; ; ;2;2;1;1;1;2;1;1;2;1;2; ; ;2;2;2;3;8;2;8;8;2; ; ;2;1;1;1;0;0;1;0;0;0;0;1;0;1; ;0;0;0;0;1;1;0;1;0;6;8;5;Gutes Image durch viel Präsenz in den von mir bevorzugten LM - Märkten.;3;3;2;2;2;2;3;3;5;2;2;3;2;2;2;3; ; ;1;2;2;2;1;2;4;2;2;5; ;3;2;7;6;2;7;3;2;6;2;4;3;5;3;4;1;1;1;2;4;2;1981;1; ; ; ;"Reiten; Kutsche fahren; Radfahren; Schwimmen; Wandern";D;65779;0
109;1;1;2;1;1;1;1;2;2;2;1;1;2;2; ; ;4;3;5;2;3;2;3;1;1;3;2;2;2;1; ; ;1;2;1;1;1;1;3;3;2;1;1; ; ;2;2;1;1;2;2;2;8;1; ;-;4;4;3;3;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;1;1;0;1;0;6;5;8;"Propaganda; Werbung";4;3;2;5;4;8;8;8;1;6;6;5;2;3;2;5; ; ;2;3;2;2;3;2;3;4;2;0; ;2;6;3;4;4;4;4;3;3;2;3;2;1;1;2;1;3;2;4;4;1;1978; ; ; ; ;"Computer; Lesen; Fußball";D;76437;6
110;1;1;2;1;1;1;1;2;2;2;2;2;2;1; ; ;2;2;3;2;5;2;2;1;1;5;2;2;6;2; ; ;1;1;2;4;4;1;2;4;1;2;1; ; ;1;1;2;2;2;1;2;2;1; ; ;3;3;3;3;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;1;1;0;1;0;6;8;5;Bekanntheit;3;3;3;3;3;3;3;3;2;2;2;3;3;3;2;3; ; ;2;2;2;3;2;3;7;4;7;-99; ;2;3;2;2;2;2;3;3;3;3;2;1;2;1;1;3;2;2;6;4;2;1977; ; ; ; ;"Lesen; Inlineskaten; Kochen";D;76437;6
111;2;1;3;6;3;2;1;4;2;5;4;4;8;2; ; ;5;7;6;4;4;2;2;2;2;8;1;3;5;1; ; ;1;1;4;5;2;1;3;7;1;5;5; ; ;2;2;0;8;6;1;8;8;8; ;"Regionale Küche; tolle Auswahl, aber internationaler Standard";3;3;3;3;1;0;0;0;0;0;0;1;0;1; ;1;0;0;0;1;1;0;1;0;6;0;0;Davon gelesen;5;2;2;5;5;4;7;2;4;1;7;5;1;3;4;6; ; ;4;6;5;4;2;5;5;5;6;0; ;6;7;3;3;2;6;3;4;2;4;4;1;1;3;2;1;5;1;6;4;1;1963;5;5;5; ;"Saxophonspielen; Reisen";D;53177;6
112;2;6;3;3;2;2;1;1;1;3;2;2;4;2; ; ;3;3;7;2;4;6;2;5;2;6;2;2;1;2; ; ;2;1;2;1;1;3;1;1;2;2;2; ; ;1;1;2;2;8;2;8;8;1; ;-;3;2;2;1;1;0;0;0;0;0;0;1;0;0; ;0;0;0;0;0;0;0;1;0;0;0;0;Das Siegel kommt mir bekannt vor - Vertrauen?;3;1;1;2;2;5;4;4;7;1;1;3;1;1;4;3; ; ;1;1;1;1;1;1;1;1;1;-99; ;4;2;7;5;1;4;8;4;6;2;2;3;1;2;2;4;2;2;3;3;1;1960;6; ; ; ;"Musik; Surfen; Segeln; Skifahren";A;1140;0
113;2;1;2;3;2;1;1;2;2;4;3;2;2;2; ; ;7;7;5;5;7;1;3;4;1;7;2;1;2;4; ; ;1;1;1;1;1;1;1;1;2;2;2; ; ;1;1;2;2;2;2;8;8;2; ; ;2;1;1;1;1;0;0;0;0;0;0;0;0;0;Reisebüro;0;0;0;0;1;1;1;1;0;6;7;8; ;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;2; ; ;1;1;1;1;1;2;2;1;2;10; ;6;2;7;6;6;6;1;6;5;1;7;2;1;1;1;2;1;1;7;4;1;1961;23; ; ; ; ;D;46395;0
114;2;1;2;0;2;1;2;2;2;0;2;2;8;2; ; ;6;6;6;6;8;1;1;1;1;6;2;1;1;2; ; ;1;1;1;1;1;1;1;1;2;1;2; ; ;1;2;2;2;2;2;8;8;2; ;Frischkornmüsli;2;1;1;1;1;0;0;0;0;0;0;0;0;0;Reisebüro;0;0;0;0;1;1;1;1;0;6;8;5;demeter-Bioläden;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1; ; ;1;1;1;1;1;2;2;1;2;10; ;4;2;7;6;2;5;2;5;7;2;6;2;3;3;3;2;1;2;7;3;2;1959;23; ; ; ;Sport;D;46395;0
115;2;6;3;3;2;2;1;2;2;3;2;5;4;3; ; ;3;3;5;4;4;4;2;4;2;3;3;2;2;3; ; ;1;1;1;1;2;2;2;1;1;2;3; ; ;2;2;2;3;3;2;8;8;2; ; ;2;2;2;1;1;0;0;0;0;0;0;1;0;0; ;0;0;0;0;0;1;0;1;0;8;6;0;Sind die in Österreich bekannten;2;2;1;1;3;4;3;2;3;2;4;2;3;1;2;2; ; ;1;1;1;2;2;2;3;2;3;-99;hängt von der Menge ab und daher nicht sinnvoll angebbar;2;3;5;4;3;5;3;2;4;3;3;3;6;2;3;2;2;2;3;2;2;1963;6; ; ; ;"Surfen; Segeln; Skifahren; Kabarett; Unser Kind";A;1140;0
116;2;8;3;2;3;2;2;3;2;3;3;2;2;3; ; ;4;4;5;3;3;2;3;2;3;3;1;2;2;2;1;Wein-Angebot;1;1;2;2;2;1;3;2;2;2;3; ; ;2;2;2;3;3;3;2;2;3; ;Vielfalt und das Besondere!;2;2;2;2;1;0;0;0;0;0;0;0;0;0; ;1;0;0;0;1;0;0;1;0;8;5;1;Gute Erfahrungen mit den Produkten;1;2;3;2;4;8;4;2;4;2;2;1;2;3;1;2; ; ;3;2;2;3;1;1;3;3;3;-99; ;2;2;7;4;2;4;2;2;5;3;3;2;2;2;3;2;3;2;4;4;1;1948;27;5;3; ; ;D;53173;6
117;2;1;3;2;2;1;1;2;2;1;3;2;2;3; ; ;3;8;2;8;8;3;2;2;2;8;2;2;1;2; ; ;2;2;2;1;1;2;3;1;2;2;3; ; ;2;2;1;2;2;2;3;3;2; ;Uns fehlt nichts.;3;1;2;2;0;0;0;0;0;0;0;1;1;1; ;0;0;0;0;1;1;0;1;0;8;5;0;8 ist das europ. Biosiegel;3;3;2;2;4;7;7;4;1;2;7;3;4;2;2;3; ; ;4;2;2;1;1;4;7;7;7;15; ;7;3;7;4;1;3;1;2;7;2;2;2;4;3;4;2;5;2;7;4;1;1977;1; ; ; ;"Golf; Fliegen; Fahradfahren";D;31275;6
118;2;2;3;2;2;1;1;2;2;2;1;1;2;1; ; ;3;3;0;0;2;2;1;1;1;3;2;2;2;2; ; ;1;1;2;2;3;3;3;4;2;3;2; ; ;2;2;3;3;2;2;3;3;2; ; ;3;2;2;2;1;0;0;0;0;0;0;1;0;0; ;0;0;0;0;1;0;1;1;0;8;5;7;sind die, die ich überhaupt kenne bzw. schon mal gesehen habe!;3;2;1;1;3;4;4;2;1;1;1;3;1;1;1;3; ; ;2;2;1;2;1;3;4;3;1;5; ;2;3;6;2;2;5;4;3;7;1;4;3;6;2;4;2;3;3;7;4;1;1972;3; ; ; ;Sport;D;58791;6
119;2;3;3;2;1;1;1;1;1;1;1;1;1;1; ; ;2;2;3;4;5;1;2;1;1;2;1;1;1;1; ; ;1;2;2;2;1;1;1;1;3;3;3; ; ;1;1;3;2;1;1;1;1;2; ; ;2;2;2;1;1;0;0;0;0;0;0;1;0;1; ;0;0;0;0;1;1;0;1;0;5;8;6; ;3;2;1;1;2;3;3;3;2;2;2;2;2;2;2;2; ; ;1;1;1;3;2;4;5;6;5;-99; ;2;4;7;2;1;6;2;2;4;3;2;2;7;1;6;2;3;1;5;2;2;1971;5; ; ; ;"Reiten; Tanzen; Skifahren";D;72461;6
120;2;12;3;2;1;1;1;3;3;1;2;1;4;3;1;Gutes Sportequipment;5;5;4;5;6;6;3;2;1;4;1;1;4;5; ; ;1;1;4;3;6;1;2;1;1;1;5; ; ;2;2;4;8;8;2;8;8;3; ;regelmäßiger hochwdertigere Angebote (nicht nur zum Gala-Abend);4;3;4;4;1;0;0;0;0;0;0;1;0;1; ;0;0;0;0;1;0;0;1;0;8;5;2;"Auf renomierten Marken / Produkten vertreten; hohe Bekanntheit";2;2;1;2;4;3;4;4;2;1;1;5;1;1;1;5; ; ;3;2;2;5;2;5;7;7;6;1; ;3;5;7;2;3;3;5;6;6;2;6;2;1;2;2;1;1;1;6;4;1;1965;3;,5; ; ;"Cat-Segeln; Laufen; Musik";D;61440;6
121;2;1;1;3;2;2;1;3;4;4;2;3;3;2; ; ;4;3;3;2;0;1;5;2;5;1;1;1;2;1; ; ;1;2;2;3;3;2;1;1;1;2;5; ; ;1;1;3;3;1;2;8;8;8; ;"Infoschilder bei den Speisen ( Name, Bestandteile, Inhaltsstoffe); Strandrestaurant auch abends mit leichtem Grill-Essen öffnen";2;2;2;8;0;0;0;0;0;0;0;0;0;0;Reisebüro;0;0;0;0;1;0;0;1;0;8;5;0;weil bekannt;2;2;1;3;4;7;7;3;3;2;1;0;1;1;3;5; ; ;1;2;2;1;1;4;6;6;5;-99; ;4;5;7;6;1;6;3;1;3;6;3;4;6;2;2;1;0;1;7;4;2;1966; ; ; ; ;"Krimis lesen; Radfahren; Reisen; manchmal Wandern";D;10;0
122;2;3;3;2;2;2;1;1;1;2;2;2;4;3; ; ;2;2;6;4;0;6;3;2;1;5;1;2;2;2;2;Kinderbetreuungsangebote;1;1;2;2;2;2;2;2;2;2;2; ; ;1;1;1;2;2;2;8;8;1; ; ;3;2;3;2;1;0;0;0;0;0;0;1;0;1; ;0;0;0;0;1;0;0;1;0;8;6;0;Kenne ich am ehesten;2;2;1;1;2;4;4;2;2;1;1;2;1;1;1;2; ; ;1;1;1;2;2;3;4;5;5;-99; ;3;3;5;3;2;6;3;3;6;2;5;2;5;4;3;2;3;2;6;4;2;1968;4; ; ; ;"Sport; Lesen; Reisen";D;0;0
123;2;6;2;2;2;1;1;2;2;3;3;3;6;3; ; ;2;2;6;2;6;6;1;6;1;2;1;3;5;2; ; ;1;1;3;3;5;1;6;6;1;7;6; ; ;3;2;2;4;5;3;7;7;3; ;Abwechslung;2;3;3;2;1;0;0;0;0;0;0;0;1;0; ;0;1;0;0;1;1;1;1;1;8;6;5;"Qualitätskontrolle; Schulung; Überwachung und Kontrolle der zertif. Betriebe";5;5;2;2;7;7;7;5;1;1;7;5;2;1;1;6; ; ;2;2;5;4;2;6;6;6;2;0; ;6;6;3;4;4;2;6;6;4;2;3;1;4;3;5;2;2;2;6;4;1;1952;34;30; ; ;"Tennis; Wassersport";D;81;6
124;2;2;2;1;2;2;8;2;2;3;2;2;7;2; ; ;4;4;4;4;4;5;2;3;2;4;2;2;3;3; ; ;1;1;1;2;3;2;2;3;2;3;2; ; ;2;2;2;3;8;2;8;8;2; ;./.;3;2;2;1;0;0;0;0;0;0;0;1;0;0; ;0;0;0;0;1;1;0;1;0;8;5;6;--> offiziell;3;3;2;2;3;3;3;2;4;2;3;3;2;2;2;4; ; ;3;2;2;2;2;2;3;3;3;-99; ;3;3;4;3;2;4;3;3;4;3;2;2;5;4;2;3;3;3;6;2;2;1983; ; ; ; ;"Lesen; Sport; Freunde";D;22335;3
125;2;2;2;2;1;1;1;1;1;3;1;1;3;2; ;Erholung;2;3;5;5;6;6;1;1;1;0;2;1;3;3; ; ;1;1;2;2;3;1;3;3;1;4;2; ; ;1;1;2;2;2;1;8;8;1; ; ;4;3;3;3;1;0;0;0;0;0;0;1;0;0; ;0;0;0;0;0;0;0;1;0;0;0;0;Ich vertaue eigentlich keinem Bio-Zertifikat, da ich mich noch mit keinem näher beschäftigt habe.;2;2;1;1;3;6;6;3;3;3;5;5;1;1;2;3; ; ;2;2;2;2;1;4;4;6;5;-99; ;5;4;5;2;3;5;4;3;4;3;4;2;3;2;4;2;3;2;6;4;1;1968; ; ; ; ;"Surfen; Badminton; Lesen";D;65835;5
126;2;2;3;1;1;1;1;1;1;1;1;1;1;1; ; ;2;1;5;2;5;5;1;2;1;2;1;1;1;1; ; ;1;1;1;1;1;1;1;1;1;1;1; ; ;1;1;1;1;1;1;1;1;1; ;Nichts;2;2;1;1;0;0;1;0;0;0;0;0;0;0; ;0;0;0; ;1;0;1;1;0;8;7;5;Weil man darauf vertraut, dass es naturbelassen ist.;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1; ; ;1;2;1;1;1;2;2;2;2;0; ;1;6;7;1;3;3;2;3;3;2;2;1;1;2;1;1;1;1;4;3;2;1970;2,5; ; ; ;Sport, meine Familie;D;32369;0
127;2;2;3;2;2;2;1;2;1;3;2;3;4;3; ; ;2;2;0;1;7;7;3;3;2;6;1;2;2;4; ; ;1;1;2;2;4;2;3;1;1;1;3; ; ;2;2;8;8;8;2;8;8;2; ;-;2;2;3;2;1;0;1;0;0;0;0;1;0;0; ;0;0;0;0;1;0;1;1;0;8;5;7; ;2;1;1;1;3;3;3;2;4;1;4;3;2;1;1;3; ; ;1;1;1;1;1;1;3;3;2;3; ;2;2;6;2;2;6;3;2;6;2;3;1;3;2;2;2;2;2;5;3;1;1965;2; ; ; ;"Ballsportarten; Garten";D;33369;0
128;2;6;3;2;1;2;1;1;2;2;1;2;8;2; ; ;2;2;2;3;4;2;1;1;1;3;1;1;1;2; ; ;1;1;2;2;2;1;2;2;1;1;6; ; ;1;1;2;2;2;1;1;1;1; ; ;2;2;2;2;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;1;0;1;1;0;8;5;7; ;1;1;1;1;1;1;2;1;1;2;1;1;2;2;2;2; ; ;2;1;1;1;1;3;4;3;3;-99; ;2;2;8;8;8;5;2;8;5;2;4;2;2;1;3;2;1;1;3;3;2;1986; ; ; ; ; ;D;85049;4
129;2;5;3;2;1;1;1;3;2;1;2;3;8;3; ; ;3;2;2;1;3;7;1;3;1;2;1;2;3;3; ; ;1;1;1;2;1;1;2;1;2;2;2; ; ;2;1;2;2;8;2;8;8;2; ; ;3;3;3;1;0;0;0;0;0;0;0;1;0;0; ;1;0;0;0;1;0;1;1;0;5;8;7; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ;1;2;1;4;4;4;7;4;7;-99; ;7;4;7;3;4;4;2;7;3;1;3;2;4;4;2;2;2;2;6;4;2;1974;3;1; ; ;"Rennradfahren; Bergsteigen; Schwimmen; Skifahren";D;77933;5
130;2;8;3;2;1;2;1;1;2;2;1;1;4;2; ; ;2;3;1;3;8;4;1;1;1;4;1;1;1;2; ; ;1;1;1;2;2;1;1;1;2;1;2; ; ;1;1;1;1;2;1;1;1;2; ; ;2;2;2;1;0;0;0;0;1;0;0;0;0;0; ;0;1;0;0;1;0;1;1;0;8;2;5;Bzgl. der Frische;2;1;1;1;2;2;2;2;1;2;2;1;1;2;1;2; ; ;2;1;1;1;1;1;3;2;3;-99; ;2;3;7;2;2;5;2;2;5;2;3;1;6;2;4;1;2;1;5;3;1;1978; ; ; ; ;"Tennis; Beachvolleyball; Snowboarden; Klettern";D;85049;4
